country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio
Afghanistan,AFG,2021-05-11,504502,448878,55624,12,40094444,1.119551627
Afghanistan,AFG,2021-05-20,547901,470341,77560,10,40094444,1.173082734
Afghanistan,AFG,2021-05-24,573277,476367,96910,10,40094444,1.188112248
Afghanistan,AFG,2021-05-26,590454,479372,111082,19,40094444,1.195607052
Afghanistan,AFG,2021-05-27,593313,479574,113739,14,40094444,1.196110863
Afghanistan,AFG,2021-05-30,600152,480226,119926,20,40094444,1.197737023
Afghanistan,AFG,2021-06-02,626290,481690,144600,34,40094444,1.201388402
Afghanistan,AFG,2021-06-03,630305,481800,148505,27,40094444,1.201662754
Afghanistan,AFG,2021-06-08,641295,482952,158343,64,40094444,1.20453597
Afghanistan,AFG,2021-06-14,662003,484737,177266,85,40094444,1.208987959
Afghanistan,AFG,2021-06-22,765890,582128,183762,78,40094444,1.451891938
Afghanistan,AFG,2021-06-27,835694,649434,186260,56,40094444,1.619760583
Afghanistan,AFG,2021-06-30,886854,699200,187654,77,40094444,1.743882519
Afghanistan,AFG,2021-07-05,915671,726349,189322,84,40094444,1.811595143
Afghanistan,AFG,2021-07-07,934463,735213,199250,55,40094444,1.833702944
Afghanistan,AFG,2021-07-11,962093,742934,219159,86,40094444,1.852959976
Afghanistan,AFG,2021-08-20,1201286,770542,430744,7,40094444,1.921817397
Albania,ALB,2021-02-02,550,549,1,13,2871380,0.019119726
Albania,ALB,2021-02-09,1127,689,438,12,2871380,0.023995431
Albania,ALB,2021-02-17,1701,1090,611,15,2871380,0.037960841
Albania,ALB,2021-02-18,3049,2438,611,18,2871380,0.084906909
Albania,ALB,2021-02-22,6728,6073,655,13,2871380,0.21150109
Albania,ALB,2021-05-11,622507,440921,181586,4,2871380,15.35571746
Albania,ALB,2021-05-12,632676,444755,187921,4,2871380,15.48924211
Albania,ALB,2021-05-13,638338,445402,192936,3,2871380,15.51177483
Albania,ALB,2021-05-14,653330,448571,204759,3,2871380,15.62213988
Albania,ALB,2021-05-17,680083,456980,223103,3,2871380,15.91499558
Albania,ALB,2021-05-18,688947,460191,228756,3,2871380,16.02682334
Albania,ALB,2021-05-19,697811,463402,234409,1,2871380,16.1386511
Albania,ALB,2021-05-20,703743,466083,237660,2,2871380,16.23202084
Albania,ALB,2021-05-21,708846,469169,239677,2,2871380,16.33949529
Albania,ALB,2021-05-23,716616,472840,243776,1,2871380,16.46734323
Albania,ALB,2021-05-24,725135,475237,249898,2,2871380,16.55082225
Albania,ALB,2021-05-26,748986,479789,269197,2,2871380,16.7093523
Albania,ALB,2021-05-27,759043,481788,277255,0,2871380,16.77897039
Albania,ALB,2021-05-30,772204,485162,287042,1,2871380,16.89647487
Albania,ALB,2021-05-31,776461,486128,290333,1,2871380,16.93011723
Albania,ALB,2021-06-01,780342,487078,293264,1,2871380,16.96320236
Albania,ALB,2021-06-03,787321,490050,297271,0,2871380,17.0667066
Albania,ALB,2021-06-06,798624,492522,306102,0,2871380,17.15279761
Albania,ALB,2021-06-07,803682,493346,310336,0,2871380,17.18149461
Albania,ALB,2021-06-08,809992,494437,315555,1,2871380,17.21949028
Albania,ALB,2021-06-09,816556,496024,320532,0,2871380,17.27475987
Albania,ALB,2021-06-10,823053,498437,324616,0,2871380,17.35879612
Albania,ALB,2021-06-11,830281,501735,328546,0,2871380,17.47365378
Albania,ALB,2021-06-12,834868,503721,331147,1,2871380,17.54281913
Albania,ALB,2021-06-13,836430,504257,332173,0,2871380,17.56148611
Albania,ALB,2021-06-14,842535,507764,334771,0,2871380,17.68362251
Albania,ALB,2021-06-15,848430,507854,340576,0,2871380,17.68675689
Albania,ALB,2021-06-16,854227,509282,344945,1,2871380,17.73648907
Albania,ALB,2021-06-17,862628,511175,351453,0,2871380,17.80241556
Albania,ALB,2021-06-20,880912,515884,365028,0,2871380,17.96641336
Albania,ALB,2021-06-21,890052,519674,370378,0,2871380,18.09840564
Albania,ALB,2021-06-22,901429,525800,375629,1,2871380,18.31175254
Albania,ALB,2021-06-23,912874,532225,380649,0,2871380,18.53551254
Albania,ALB,2021-06-24,922886,537018,385868,0,2871380,18.70243576
Albania,ALB,2021-06-28,943439,547300,396139,0,2871380,19.06052142
Albania,ALB,2021-06-29,955498,556252,399246,0,2871380,19.37228789
Albania,ALB,2021-06-30,968034,564530,403504,0,2871380,19.66058132
Albania,ALB,2021-07-01,974486,567084,407402,0,2871380,19.7495281
Albania,ALB,2021-07-02,981499,569352,412147,0,2871380,19.82851451
Albania,ALB,2021-07-04,988550,571759,416791,0,2871380,19.9123418
Albania,ALB,2021-07-05,994081,574187,419894,0,2871380,19.99690045
Albania,ALB,2021-07-06,1000063,576905,423158,0,2871380,20.09155876
Albania,ALB,2021-07-07,1005663,579552,426111,0,2871380,20.1837444
Albania,ALB,2021-07-08,1011297,582106,429191,0,2871380,20.27269118
Albania,ALB,2021-07-09,1016554,584832,431722,0,2871380,20.36762811
Albania,ALB,2021-07-10,1021408,587238,434170,0,2871380,20.45142057
Albania,ALB,2021-07-11,1022802,587876,434926,0,2871380,20.47363985
Albania,ALB,2021-07-12,1029234,590476,438758,0,2871380,20.56418865
Albania,ALB,2021-07-13,1035667,592502,443165,0,2871380,20.63474706
Albania,ALB,2021-07-14,1043499,594669,448830,0,2871380,20.71021599
Albania,ALB,2021-07-15,1052108,596977,455131,0,2871380,20.79059546
Albania,ALB,2021-07-16,1060042,599387,460655,0,2871380,20.87452723
Albania,ALB,2021-07-17,1067135,601701,465434,0,2871380,20.95511566
Albania,ALB,2021-07-18,1069365,602460,466905,0,2871380,20.98154894
Albania,ALB,2021-07-20,1082424,609538,472886,0,2871380,21.22805062
Albania,ALB,2021-07-21,1095453,616592,478861,0,2871380,21.47371647
Albania,ALB,2021-07-22,1109785,624490,485295,0,2871380,21.74877585
Albania,ALB,2021-07-25,1138771,640047,498724,0,2871380,22.29057108
Albania,ALB,2021-07-29,1179769,660756,519013,1,2871380,23.01179224
Albania,ALB,2021-07-30,1190847,665632,525215,0,2871380,23.18160606
Albania,ALB,2021-07-31,1198933,670215,528718,0,2871380,23.34121572
Albania,ALB,2021-08-01,1203087,672765,530322,0,2871380,23.43002319
Albania,ALB,2021-08-02,1212761,677938,534823,0,2871380,23.61018047
Albania,ALB,2021-08-03,1221640,683052,538588,0,2871380,23.78828299
Albania,ALB,2021-08-04,1229405,687768,541637,0,2871380,23.95252457
Albania,ALB,2021-08-05,1238036,693000,545036,0,2871380,24.13473661
Albania,ALB,2021-08-08,1259952,706470,553482,1,2871380,24.60384902
Albania,ALB,2021-08-10,1280239,720232,560007,1,2871380,25.08313076
Albania,ALB,2021-08-13,1309995,742540,567455,0,2871380,25.86003942
Albania,ALB,2021-08-15,1321198,750965,570233,2,2871380,26.15345235
Albania,ALB,2021-08-16,1330754,757938,572816,1,2871380,26.39629725
Albania,ALB,2021-08-17,1340339,764997,575342,2,2871380,26.64213723
Albania,ALB,2021-08-19,1358228,776986,581242,3,2871380,27.05967166
Albania,ALB,2021-08-21,1373349,785724,587625,2,2871380,27.36398526
Albania,ALB,2021-08-22,1376763,787510,589253,2,2871380,27.42618532
Albania,ALB,2021-08-23,1386713,792663,594050,1,2871380,27.60564607
Albania,ALB,2021-08-24,1396390,797441,598949,0,2871380,27.77204689
Albania,ALB,2021-08-25,1405653,802394,603259,2,2871380,27.94454235
Albania,ALB,2021-08-26,1415907,807368,608539,3,2871380,28.11776916
Albania,ALB,2021-08-27,1427977,812555,615422,3,2871380,28.298414
Albania,ALB,2021-08-29,1444764,818955,625809,3,2871380,28.52130335
Albania,ALB,2021-08-30,1458048,824170,633878,2,2871380,28.70292333
Albania,ALB,2021-08-31,1472316,830396,641920,3,2871380,28.91975287
Albania,ALB,2021-09-01,1485250,836613,648637,3,2871380,29.13626897
Albania,ALB,2021-09-02,1499898,844304,655594,3,2871380,29.40411927
Albania,ALB,2021-09-06,1539232,865281,673951,3,2871380,30.13467392
Albania,ALB,2021-09-07,1553626,872116,681510,4,2871380,30.37271277
Albania,ALB,2021-09-08,1567313,879459,687854,4,2871380,30.62844347
Albania,ALB,2021-09-09,1579402,885981,693421,5,2871380,30.85558164
Albania,ALB,2021-09-10,1589575,890978,698597,3,2871380,31.02960946
Albania,ALB,2021-09-11,1598196,895363,702833,4,2871380,31.18232348
Albania,ALB,2021-09-12,1601552,896926,704626,4,2871380,31.23675724
Albania,ALB,2021-09-13,1610157,900814,709343,4,2871380,31.37216251
Albania,ALB,2021-09-14,1618111,904594,713517,5,2871380,31.50380653
Albania,ALB,2021-09-15,1625636,908232,717404,5,2871380,31.63050519
Albania,ALB,2021-09-16,1632986,911372,721614,4,2871380,31.73986028
Albania,ALB,2021-09-17,1640239,914401,725838,6,2871380,31.84534962
Albania,ALB,2021-09-19,1649884,918307,731577,5,2871380,31.98138177
Albania,ALB,2021-09-20,1657595,921001,736594,6,2871380,32.07520426
Albania,ALB,2021-09-21,1665590,923771,741819,7,2871380,32.17167355
Albania,ALB,2021-09-22,1674093,926652,747441,7,2871380,32.27200858
Albania,ALB,2021-09-23,1683644,929624,754020,7,2871380,32.37551282
Albania,ALB,2021-09-24,1693555,932595,760960,8,2871380,32.47898223
Albania,ALB,2021-09-27,1715133,938985,776148,11,2871380,32.70152331
Albania,ALB,2021-09-28,1723996,941418,782578,13,2871380,32.78625609
Albania,ALB,2021-09-29,1732549,944011,788538,15,2871380,32.8765611
Albania,ALB,2021-09-30,1741373,946495,794878,17,2871380,32.96307002
Albania,ALB,2021-10-01,1749106,948553,800553,13,2871380,33.03474288
Albania,ALB,2021-10-02,1756040,950620,805420,7,2871380,33.10672917
Albania,ALB,2021-10-04,1764714,952949,811765,3,2871380,33.18783999
Albania,ALB,2021-10-05,1771542,955083,816459,5,2871380,33.26215966
Albania,ALB,2021-10-06,1778093,957147,820946,7,2871380,33.33404147
Albania,ALB,2021-10-07,1783984,958874,825110,9,2871380,33.39418677
Albania,ALB,2021-10-08,1789592,960652,828940,12,2871380,33.45610821
Algeria,DZA,2021-08-20,4146091,3421279,724812,31,44830504,7.631587189
Algeria,DZA,2021-09-04,8000000,5000000,3000000,34,44830504,11.15312021
Algeria,DZA,2021-09-25,14082920,6017036,4032942,10,44830504,13.42174516
Andorra,AND,2021-03-08,3611,2439,1172,0,77355,3.152995928
Andorra,AND,2021-03-10,4914,3650,1264,0,77355,4.718505591
Andorra,AND,2021-03-15,8363,7098,1265,1,77355,9.175877448
Andorra,AND,2021-04-05,15269,9781,4484,0,77355,12.64430224
Andorra,AND,2021-04-19,26414,21733,4681,0,77355,28.09514576
Andorra,AND,2021-04-26,28503,23822,4681,0,77355,30.79568224
Andorra,AND,2021-05-03,28881,24182,4699,2,77355,31.2610691
Andorra,AND,2021-05-10,31633,26931,4702,0,77355,34.81481481
Andorra,AND,2021-05-17,32317,27613,4704,0,77355,35.69646435
Andorra,AND,2021-05-31,35916,27613,8303,0,77355,35.69646435
Andorra,AND,2021-06-07,41473,30535,10938,0,77355,39.47385431
Andorra,AND,2021-06-14,51107,34646,16416,0,77355,44.78831362
Andorra,AND,2021-06-21,63265,38667,24598,0,77355,49.98642622
Andorra,AND,2021-06-28,68329,41716,26613,0,77355,53.92799431
Andorra,AND,2021-07-12,70018,43008,27010,0,77355,55.59821602
Andorra,AND,2021-07-19,82349,48445,33904,0,77355,62.62685024
Andorra,AND,2021-08-01,86320,50747,35573,0,77355,65.60274061
Andorra,AND,2021-08-15,91660,51044,40616,0,77355,65.98668477
Andorra,AND,2021-08-29,95918,52910,43008,0,77355,68.39893995
Andorra,AND,2021-09-26,102032,54312,47720,0,77355,70.2113632
Angola,AGO,2021-05-12,626572,586377,40195,3,34237452,1.7126771
Angola,AGO,2021-05-18,681502,606287,75215,18,34237452,1.770829792
Angola,AGO,2021-05-21,757535,630984,126551,8,34237452,1.842964249
Angola,AGO,2021-05-26,859979,663049,196930,4,34237452,1.936618998
Angola,AGO,2021-05-31,909215,679034,230181,7,34237452,1.983307636
Angola,AGO,2021-06-08,1115919,740289,375630,3,34237452,2.162219899
Angola,AGO,2021-06-10,1222630,774926,447704,8,34237452,2.26338689
Angola,AGO,2021-06-15,1314375,822109,492266,5,34237452,2.401197963
Angola,AGO,2021-06-20,1380174,866381,513793,3,34237452,2.530506651
Angola,AGO,2021-06-24,1432699,909119,523580,3,34237452,2.655334865
Angola,AGO,2021-06-28,1488292,943301,544991,2,34237452,2.755172902
Angola,AGO,2021-07-05,1513460,951772,561688,3,34237452,2.779914814
Angola,AGO,2021-07-12,1558201,958373,599828,6,34237452,2.79919487
Angola,AGO,2021-07-19,1592537,958373,634164,3,34237452,2.79919487
Angola,AGO,2021-08-03,1680059,969946,710113,2,34237452,2.832997035
Angola,AGO,2021-08-09,1695588,972978,722610,5,34237452,2.841852834
Angola,AGO,2021-08-16,1727488,1000191,727297,14,34237452,2.921335969
Angola,AGO,2021-08-20,1754073,1025762,728311,8,34237452,2.996023185
Angola,AGO,2021-08-25,1841568,1110558,731010,3,34237452,3.243693485
Angola,AGO,2021-09-01,2086325,1165755,920570,7,34237452,3.404911674
Angola,AGO,2021-09-11,2469333,1510880,958453,9,34237452,4.412945216
Angola,AGO,2021-09-19,2820134,1836547,983587,10,34237452,5.364146257
Angola,AGO,2021-09-26,3134137,2127405,1006732,16,34237452,6.213677934
Anguilla,AIA,2021-04-22,6898,6115,783,0,15117,40.45114771
Anguilla,AIA,2021-05-17,13235,8811,4424,0,15117,58.28537408
Anguilla,AIA,2021-05-28,14443,9004,5439,0,15117,59.56208242
Anguilla,AIA,2021-06-04,14557,9044,5513,0,15117,59.82668519
Anguilla,AIA,2021-06-11,14937,9119,5818,0,15117,60.32281537
Anguilla,AIA,2021-06-18,15198,9183,6015,0,15117,60.7461798
Anguilla,AIA,2021-06-25,15789,9264,6525,0,15117,61.2820004
Anguilla,AIA,2021-07-02,16460,9300,7160,0,15117,61.52014289
Anguilla,AIA,2021-07-09,16951,9321,7630,0,15117,61.65905934
Anguilla,AIA,2021-07-16,17807,9362,8445,0,15117,61.93027717
Anguilla,AIA,2021-07-23,18001,9398,8603,0,15117,62.16841966
Anguilla,AIA,2021-07-30,18193,9428,8765,0,15117,62.36687173
Anguilla,AIA,2021-08-06,18457,9492,8965,0,15117,62.79023616
Anguilla,AIA,2021-08-20,18458,9493,8965,0,15117,62.79685123
Anguilla,AIA,2021-09-03,18471,9493,8978,0,15117,62.79685123
Anguilla,AIA,2021-09-10,18481,9493,8988,0,15117,62.79685123
Anguilla,AIA,2021-09-17,18565,9498,9067,0,15117,62.82992657
Anguilla,AIA,2021-09-24,18584,9498,9086,0,15117,62.82992657
Anguilla,AIA,2021-10-01,18704,9548,9156,0,15117,63.16068003
Antigua and Barbuda,ATG,2021-05-17,34441,31860,2581,0,98938,32.20198508
Antigua and Barbuda,ATG,2021-05-21,39519,32469,7050,0,98938,32.81752208
Antigua and Barbuda,ATG,2021-05-25,42009,32759,9250,0,98938,33.11063494
Antigua and Barbuda,ATG,2021-05-26,44230,32876,11354,0,98938,33.22889082
Antigua and Barbuda,ATG,2021-05-27,45939,33024,12915,0,98938,33.37847945
Antigua and Barbuda,ATG,2021-05-29,48347,33214,15133,0,98938,33.57051891
Antigua and Barbuda,ATG,2021-05-31,50329,33463,16866,0,98938,33.82219168
Antigua and Barbuda,ATG,2021-06-03,51811,33632,18179,0,98938,33.99300572
Antigua and Barbuda,ATG,2021-06-06,55578,34084,21494,0,98938,34.44985749
Antigua and Barbuda,ATG,2021-06-07,57264,34368,22896,0,98938,34.73690594
Antigua and Barbuda,ATG,2021-06-09,58074,34644,23430,0,98938,35.01586852
Antigua and Barbuda,ATG,2021-06-12,58727,34883,23844,0,98938,35.25743395
Antigua and Barbuda,ATG,2021-06-15,59582,35257,24325,0,98938,35.63544846
Antigua and Barbuda,ATG,2021-06-17,62204,35611,26593,0,98938,35.9932483
Antigua and Barbuda,ATG,2021-06-20,62809,35768,27041,0,98938,36.15193353
Antigua and Barbuda,ATG,2021-06-29,63995,36432,27563,0,98938,36.82306091
Antigua and Barbuda,ATG,2021-07-01,64455,36583,27872,0,98938,36.97568174
Antigua and Barbuda,ATG,2021-07-04,64696,36692,28004,0,98938,37.08585175
Antigua and Barbuda,ATG,2021-07-06,64823,36749,28074,0,98938,37.14346358
Antigua and Barbuda,ATG,2021-07-08,65077,36826,28251,0,98938,37.2212901
Antigua and Barbuda,ATG,2021-07-09,65337,36908,28429,0,98938,37.30417029
Antigua and Barbuda,ATG,2021-07-13,65656,37045,28611,0,98938,37.44264085
Antigua and Barbuda,ATG,2021-07-15,65757,37092,28665,0,98938,37.49014534
Antigua and Barbuda,ATG,2021-07-18,66124,37316,28808,0,98938,37.71654976
Antigua and Barbuda,ATG,2021-07-20,66408,37448,28960,0,98938,37.84996665
Antigua and Barbuda,ATG,2021-07-21,66522,37498,29024,0,98938,37.90050335
Antigua and Barbuda,ATG,2021-07-22,67847,37555,30292,0,98938,37.95811518
Antigua and Barbuda,ATG,2021-07-25,68271,37841,30430,0,98938,38.24718511
Antigua and Barbuda,ATG,2021-07-28,68715,38067,30648,0,98938,38.47561099
Antigua and Barbuda,ATG,2021-07-29,68850,38146,30704,0,98938,38.55545897
Antigua and Barbuda,ATG,2021-08-02,69290,38362,30928,0,98938,38.77377752
Antigua and Barbuda,ATG,2021-08-04,69518,38462,31056,0,98938,38.87485092
Antigua and Barbuda,ATG,2021-08-07,69903,38605,31298,0,98938,39.01938588
Antigua and Barbuda,ATG,2021-08-10,70019,38605,31414,0,98938,39.01938588
Antigua and Barbuda,ATG,2021-08-14,71065,39039,32026,0,98938,39.45804443
Antigua and Barbuda,ATG,2021-08-16,71434,39186,32248,0,98938,39.60662233
Antigua and Barbuda,ATG,2021-08-19,71600,39230,32370,0,98938,39.65109462
Antigua and Barbuda,ATG,2021-08-22,72282,39466,32816,0,98938,39.88962785
Antigua and Barbuda,ATG,2021-08-24,72902,39808,33094,0,98938,40.23529887
Antigua and Barbuda,ATG,2021-08-28,73700,40309,33391,0,98938,40.74167661
Antigua and Barbuda,ATG,2021-08-30,74637,40795,33842,1,98938,41.23289333
Antigua and Barbuda,ATG,2021-08-31,75069,41061,34008,0,98938,41.50174857
Antigua and Barbuda,ATG,2021-09-07,77997,42938,35059,0,98938,43.39889628
Antigua and Barbuda,ATG,2021-09-10,79390,43681,35709,0,98938,44.14987164
Antigua and Barbuda,ATG,2021-09-13,79922,43949,35973,0,98938,44.42074835
Antigua and Barbuda,ATG,2021-09-17,81915,45099,36816,0,98938,45.58309244
Antigua and Barbuda,ATG,2021-09-24,89252,48580,40672,2,98938,49.10145748
Antigua and Barbuda,ATG,2021-09-28,93318,51148,42170,1,98938,51.69702238
Antigua and Barbuda,ATG,2021-10-02,96160,53171,42989,2,98938,53.74173725
Antigua and Barbuda,ATG,2021-10-04,97384,53736,43648,0,98938,54.31280196
Antigua and Barbuda,ATG,2021-10-06,97831,53958,43873,4,98938,54.5371849
Argentina,ARG,2021-01-20,247933,243539,4394,425,45721876,0.532653122
Argentina,ARG,2021-01-21,265724,249372,16352,234,45721876,0.545410691
Argentina,ARG,2021-01-22,279602,254456,25146,150,45721876,0.556530095
Argentina,ARG,2021-01-23,288064,258876,29188,139,45721876,0.56619724
Argentina,ARG,2021-01-24,292023,260036,31987,220,45721876,0.568734319
Argentina,ARG,2021-01-25,292386,260122,32264,162,45721876,0.568922413
Argentina,ARG,2021-01-26,305880,266969,38911,90,45721876,0.583897739
Argentina,ARG,2021-01-27,318033,272323,45710,207,45721876,0.595607669
Argentina,ARG,2021-01-28,327999,276548,51451,219,45721876,0.604848322
Argentina,ARG,2021-01-29,344034,278451,65583,182,45721876,0.609010444
Argentina,ARG,2021-01-30,366384,281023,85361,166,45721876,0.61463576
Argentina,ARG,2021-02-01,375851,281577,94274,156,45721876,0.615847434
Argentina,ARG,2021-02-03,396562,284196,112366,275,45721876,0.621575545
Argentina,ARG,2021-02-04,444018,297717,146301,177,45721876,0.651147823
Argentina,ARG,2021-02-06,471383,307501,163882,161,45721876,0.67254677
Argentina,ARG,2021-02-07,501152,319316,181836,285,45721876,0.698387791
Argentina,ARG,2021-02-08,511582,322318,189264,125,45721876,0.704953576
Argentina,ARG,2021-02-09,513178,322975,190203,61,45721876,0.706390525
Argentina,ARG,2021-02-10,535303,337772,197531,227,45721876,0.738753589
Argentina,ARG,2021-02-11,572928,362649,210279,158,45721876,0.793162993
Argentina,ARG,2021-02-12,591632,368023,223609,118,45721876,0.804916666
Argentina,ARG,2021-02-13,606245,371629,234616,200,45721876,0.812803482
Argentina,ARG,2021-02-14,609605,372122,237483,314,45721876,0.81388174
Argentina,ARG,2021-02-15,609791,372181,237610,48,45721876,0.814010781
Argentina,ARG,2021-02-16,611169,373253,237916,0,45721876,0.816355392
Argentina,ARG,2021-02-17,612322,374002,238320,91,45721876,0.817993557
Argentina,ARG,2021-02-18,635583,392399,243184,105,45721876,0.858230314
Argentina,ARG,2021-02-19,668654,414958,253696,184,45721876,0.907569934
Argentina,ARG,2021-02-20,707148,445614,261534,241,45721876,0.974618802
Argentina,ARG,2021-02-21,720267,456929,263338,143,45721876,0.999366255
Argentina,ARG,2021-02-22,722234,458822,263412,122,45721876,1.003506505
Argentina,ARG,2021-02-23,746615,481689,264926,237,45721876,1.053519764
Argentina,ARG,2021-02-24,780455,513394,267061,151,45721876,1.122862938
Argentina,ARG,2021-02-25,829832,558831,271001,14,45721876,1.222239875
Argentina,ARG,2021-02-26,903915,620635,283280,156,45721876,1.357413681
Argentina,ARG,2021-02-27,984895,694470,290425,207,45721876,1.51890093
Argentina,ARG,2021-02-28,1025003,731571,293432,59,45721876,1.600045895
Argentina,ARG,2021-03-01,1049169,755212,293957,19,45721876,1.651751997
Argentina,ARG,2021-03-02,1126108,823446,302662,112,45721876,1.800989093
Argentina,ARG,2021-03-03,1181292,874916,306376,115,45721876,1.913561027
Argentina,ARG,2021-03-04,1252461,941695,310766,261,45721876,2.059615839
Argentina,ARG,2021-03-05,1357596,1030504,327092,52,45721876,2.253853276
Argentina,ARG,2021-03-07,1526078,1182874,343204,86,45721876,2.587107318
Argentina,ARG,2021-03-08,1546699,1202998,343701,10,45721876,2.63112126
Argentina,ARG,2021-03-09,1648957,1301787,347170,241,45721876,2.847186323
Argentina,ARG,2021-03-10,1774438,1424984,349454,131,45721876,3.116635022
Argentina,ARG,2021-03-11,1919074,1564555,354519,107,45721876,3.421895899
Argentina,ARG,2021-03-12,2098205,1719543,378662,134,45721876,3.760875866
Argentina,ARG,2021-03-13,2294738,1876113,418625,85,45721876,4.103315883
Argentina,ARG,2021-03-14,2381429,1932696,448733,68,45721876,4.227070648
Argentina,ARG,2021-03-15,2404194,1952883,451311,24,45721876,4.271222379
Argentina,ARG,2021-03-16,2541362,2064529,476833,0,45721876,4.515407461
Argentina,ARG,2021-03-17,2668103,2170116,497987,166,45721876,4.746340679
Argentina,ARG,2021-03-18,2805153,2289249,515904,200,45721876,5.006900854
Argentina,ARG,2021-03-19,2939364,2382859,556505,195,45721876,5.211638735
Argentina,ARG,2021-03-20,3063864,2472426,591438,155,45721876,5.407534022
Argentina,ARG,2021-03-21,3119828,2514480,605348,90,45721876,5.499511875
Argentina,ARG,2021-03-22,3142444,2535054,607390,41,45721876,5.544510028
Argentina,ARG,2021-03-23,3240731,2618750,621981,28,45721876,5.727564634
Argentina,ARG,2021-03-24,3328933,2694454,634479,126,45721876,5.893139643
Argentina,ARG,2021-03-25,3365839,2730260,635579,152,45721876,5.971452265
Argentina,ARG,2021-03-26,3474415,2824344,650071,123,45721876,6.177226849
Argentina,ARG,2021-03-27,3570460,2908932,661528,146,45721876,6.362232381
Argentina,ARG,2021-03-28,3625283,2959843,665440,143,45721876,6.473581705
Argentina,ARG,2021-03-29,3646068,2980182,665886,133,45721876,6.518065882
Argentina,ARG,2021-03-30,3744566,3073630,670936,81,45721876,6.722449446
Argentina,ARG,2021-03-31,3891932,3214538,677394,162,45721876,7.030634526
Argentina,ARG,2021-04-01,4023017,3342427,680590,125,45721876,7.310345271
Argentina,ARG,2021-04-02,4123152,3440284,682868,122,45721876,7.524371922
Argentina,ARG,2021-04-03,4178896,3495125,683771,83,45721876,7.644316694
Argentina,ARG,2021-04-04,4234505,3550166,684339,82,45721876,7.764698894
Argentina,ARG,2021-04-05,4260808,3576423,684385,83,45721876,7.822126546
Argentina,ARG,2021-04-06,4404175,3712009,692166,93,45721876,8.118671684
Argentina,ARG,2021-04-07,4571819,3870734,701085,272,45721876,8.465824981
Argentina,ARG,2021-04-08,4771214,4064154,707060,163,45721876,8.888860991
Argentina,ARG,2021-04-09,4956023,4244964,711059,198,45721876,9.284317205
Argentina,ARG,2021-04-10,5201468,4478948,722520,290,45721876,9.796072235
Argentina,ARG,2021-04-11,5313612,4586426,727186,228,45721876,10.03114133
Argentina,ARG,2021-04-12,5390000,4661085,728915,297,45721876,10.19443078
Argentina,ARG,2021-04-13,5571878,4836246,735632,132,45721876,10.57753186
Argentina,ARG,2021-04-14,5754919,4996672,758247,178,45721876,10.92840547
Argentina,ARG,2021-04-15,5935146,5163344,771802,217,45721876,11.29293995
Argentina,ARG,2021-04-16,6093016,5305604,787412,368,45721876,11.60408204
Argentina,ARG,2021-04-17,6226872,5431994,794878,383,45721876,11.88051426
Argentina,ARG,2021-04-18,6288812,5489318,799494,159,45721876,12.0058897
Argentina,ARG,2021-04-19,6334554,5534225,800329,80,45721876,12.10410745
Argentina,ARG,2021-04-20,6433141,5620411,812730,64,45721876,12.29260803
Argentina,ARG,2021-04-21,6550568,5722607,827961,248,45721876,12.51612467
Argentina,ARG,2021-04-22,6693438,5851232,842206,316,45721876,12.79744514
Argentina,ARG,2021-04-23,6807411,5955371,852040,291,45721876,13.02521139
Argentina,ARG,2021-04-24,7017279,6149835,867444,537,45721876,13.45053077
Argentina,ARG,2021-04-25,7134949,6263849,871100,556,45721876,13.69989499
Argentina,ARG,2021-04-26,7214704,6341959,872745,298,45721876,13.87073225
Argentina,ARG,2021-04-27,7386650,6507572,879078,170,45721876,14.23295055
Argentina,ARG,2021-04-28,7557986,6672739,885247,443,45721876,14.59419338
Argentina,ARG,2021-04-29,7715006,6806565,908441,512,45721876,14.88688916
Argentina,ARG,2021-04-30,7865213,6926650,938563,348,45721876,15.14953148
Argentina,ARG,2021-05-01,7971470,7002992,968478,561,45721876,15.31650189
Argentina,ARG,2021-05-02,7997902,7025492,972410,357,45721876,15.36571247
Argentina,ARG,2021-05-03,8039793,7051772,988021,231,45721876,15.42319042
Argentina,ARG,2021-05-04,8197011,7149293,1047718,156,45721876,15.6364822
Argentina,ARG,2021-05-05,8391513,7261176,1130337,540,45721876,15.88118563
Argentina,ARG,2021-05-06,8591061,7399515,1191546,410,45721876,16.18375195
Argentina,ARG,2021-05-07,8820691,7555386,1265305,663,45721876,16.52466316
Argentina,ARG,2021-05-08,9001747,7660652,1341095,398,45721876,16.75489431
Argentina,ARG,2021-05-09,9082597,7688877,1393720,609,45721876,16.81662625
Argentina,ARG,2021-05-10,9122759,7718272,1404487,170,45721876,16.88091713
Argentina,ARG,2021-05-11,9237005,7790786,1446219,283,45721876,17.03951518
Argentina,ARG,2021-05-12,9383945,7866933,1517012,496,45721876,17.20605909
Argentina,ARG,2021-05-13,9541511,7912175,1629336,490,45721876,17.30500953
Argentina,ARG,2021-05-14,9704364,7953562,1750802,496,45721876,17.39552856
Argentina,ARG,2021-05-15,9862623,7992532,1870091,447,45721876,17.48076129
Argentina,ARG,2021-05-16,9927783,8023563,1904220,599,45721876,17.54863033
Argentina,ARG,2021-05-17,10002830,8050709,1952121,400,45721876,17.60800235
Argentina,ARG,2021-05-18,10193368,8141608,2051760,269,45721876,17.8068109
